,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
26,620L300US25086,25086,4th Essex District ,15765,335,415,131,543,142,541,142,349,123,409,135,546,137,576,146,377,139,383,127,744,155,1290,212,1830,291,1768,271,1589,249,1628,285,2777,304
27,620L300US25087,25087,5th Essex District ,16649,416,927,207,594,150,729,158,707,171,733,181,700,162,861,187,594,136,590,181,1393,249,1564,250,2429,264,1652,237,969,217,1023,178,1184,212
31,620L300US25091,25091,9th Essex District ,15954,456,843,226,575,171,507,177,532,167,618,165,394,124,506,167,508,160,377,119,849,187,1917,295,2319,269,1702,280,1446,259,1824,236,1037,211
35,620L300US25095,25095,13th Essex District ,15929,455,392,118,606,171,468,159,508,161,744,171,486,149,583,154,432,135,405,143,1111,225,1626,258,2549,303,1808,246,1522,234,1598,258,1091,214
36,620L300US25096,25096,14th Essex District ,16325,434,720,176,843,203,624,165,520,144,680,225,897,213,751,183,760,226,587,152,1318,270,1605,220,2235,317,1469,233,1035,202,1259,205,1022,174
42,620L300US25102,25102,1st Hampden District ,16966,402,1020,269,817,225,713,196,877,216,795,192,989,232,873,173,653,153,480,121,1456,243,1566,233,2271,378,1663,264,933,184,1119,188,741,165
44,620L300US25104,25104,3rd Hampden District ,15682,351,666,183,581,168,692,183,487,131,612,162,602,161,690,174,598,160,732,177,1189,206,1707,266,2795,349,1728,242,1164,245,983,178,456,128
45,620L300US25105,25105,4th Hampden District ,15237,405,899,198,936,216,950,234,784,186,803,228,581,147,740,186,495,149,552,133,1262,235,1440,261,2096,272,1435,236,829,151,764,152,671,160
46,620L300US25106,25106,5th Hampden District ,16032,440,2427,306,1998,272,1246,245,1015,187,646,150,689,213,660,189,881,194,649,177,1268,234,1290,222,1443,272,742,175,472,157,380,128,226,100
49,620L300US25109,25109,8th Hampden District ,16795,485,1092,210,1050,168,1156,245,883,223,758,222,986,235,994,258,970,198,693,187,1776,257,1910,317,2222,300,1298,254,598,162,296,107,113,65
54,620L300US25114,25114,18th Essex District ,14017,279,171,64,135,73,261,84,271,111,316,108,229,101,245,102,228,81,208,73,468,129,848,201,1518,179,1734,224,1344,202,2515,257,3526,299
55,620L300US25115,25115,1st Hampshire District ,16546,368,1090,254,985,201,632,153,639,177,647,146,940,180,565,147,727,152,733,192,1214,207,1755,241,2117,252,1688,252,963,182,1034,175,817,158
56,620L300US25116,25116,2nd Hampshire District ,17679,418,692,163,859,230,663,166,681,184,740,183,798,219,999,263,958,260,726,170,1494,255,1955,273,3118,325,1675,228,1120,209,680,171,521,150
58,620L300US25118,25118,1st Middlesex District ,15042,333,449,130,452,160,445,143,365,103,416,120,438,117,387,147,454,144,376,124,1021,219,1392,220,2099,259,1888,254,1396,218,1903,242,1561,238
62,620L300US25122,25122,5th Middlesex District ,16740,363,534,195,515,133,339,114,468,122,416,115,532,144,579,192,346,120,365,116,945,191,1341,243,2187,264,2146,272,1506,221,1869,235,2652,254
70,620L300US25130,25130,13th Middlesex District ,15609,320,481,148,397,115,406,151,493,136,344,145,234,86,479,165,355,167,469,217,823,239,1069,212,1643,263,1447,258,1294,229,2030,273,3645,279
76,620L300US25136,25136,19th Middlesex District ,14470,352,269,102,343,109,516,153,435,133,390,119,388,119,379,101,549,182,366,101,869,196,1213,229,2435,303,1908,210,1645,234,1885,277,880,183
77,620L300US25137,25137,20th Middlesex District ,14667,349,339,118,425,149,299,106,288,102,249,94,351,136,277,127,322,99,224,98,678,176,982,178,2273,335,1964,256,1690,219,1994,238,2312,283
78,620L300US25138,25138,21st Middlesex District ,15173,342,389,126,364,131,367,123,494,129,366,119,289,114,520,151,363,125,586,165,966,203,1095,219,1945,313,2036,304,1361,238,2128,311,1904,229
79,620L300US25139,25139,22nd Middlesex District ,13933,372,303,116,236,126,417,110,349,118,317,107,471,143,450,152,426,143,356,112,945,242,1248,246,2424,261,2433,276,1528,204,1399,218,631,139
95,620L300US25155,25155,18th Worcester District ,15715,395,788,219,667,191,806,183,666,172,565,186,796,222,536,154,621,180,557,150,1095,196,1566,268,1949,266,1798,250,1064,213,1293,236,948,204
99,620L300US25159,25159,3rd Norfolk District ,17142,387,1042,203,1077,229,893,220,839,224,854,210,837,182,593,157,653,167,644,152,1051,210,1784,289,1957,313,1958,299,1242,217,1177,222,541,152
100,620L300US25160,25160,4th Norfolk District ,18168,340,842,196,581,148,622,161,548,147,623,169,1034,217,746,167,899,216,886,199,1415,236,1970,278,2435,300,1978,254,1305,238,1294,258,990,195
105,620L300US25165,25165,9th Norfolk District ,14186,350,414,118,257,74,397,102,356,111,261,82,314,103,304,138,468,157,242,103,763,154,1204,240,1631,265,1862,278,1415,259,1918,259,2380,254
106,620L300US25166,25166,10th Norfolk District ,14526,327,466,169,434,145,287,110,379,166,374,134,375,123,489,159,337,128,381,155,702,159,1200,223,1908,254,2080,278,1530,251,1875,290,1709,238
109,620L300US25169,25169,13th Norfolk District ,14348,286,464,123,322,120,297,88,292,120,286,110,256,94,232,79,162,83,289,114,593,128,937,177,1297,247,1481,225,1066,180,1873,302,4501,376
110,620L300US25170,25170,14th Norfolk District ,13591,382,337,113,177,65,192,64,379,127,144,56,308,123,174,71,228,85,161,62,410,108,730,166,947,181,1180,213,1057,147,1547,214,5620,337
112,620L300US25172,25172,1st Plymouth District ,15993,414,554,183,638,215,562,144,482,148,459,109,737,183,516,171,438,117,531,162,1190,255,1489,285,2338,255,2005,274,1556,242,1497,261,1001,185
113,620L300US25173,25173,2nd Plymouth District ,15905,354,994,254,779,219,662,174,601,149,514,163,593,146,666,187,695,195,789,196,1230,226,1545,299,2871,380,1588,263,1097,223,821,191,460,113
114,620L300US25174,25174,3rd Plymouth District ,15311,408,390,155,424,132,354,119,439,109,313,112,569,181,700,148,460,140,395,133,742,168,1309,259,1905,278,1539,259,1113,189,1506,231,3153,304
115,620L300US25175,25175,4th Plymouth District ,15524,329,427,147,384,148,449,125,459,140,560,193,383,142,413,149,391,134,467,109,1306,236,1476,231,1746,273,1819,224,1418,232,1656,240,2170,318
116,620L300US25176,25176,5th Plymouth District ,14890,336,383,134,475,130,521,179,437,113,493,182,715,213,544,162,485,153,362,138,908,194,1465,269,1960,240,1793,232,1166,219,1642,214,1541,212
117,620L300US25177,25177,6th Plymouth District ,13969,292,309,101,318,112,344,114,368,104,201,82,493,158,292,92,301,136,343,95,706,146,1432,195,2251,293,1923,277,1271,175,1687,204,1730,200
118,620L300US25178,25178,7th Plymouth District ,14671,374,498,148,508,152,431,132,467,156,459,181,522,147,384,127,682,185,563,160,1118,225,1692,247,2307,293,2097,258,1238,206,1124,182,581,173
119,620L300US25179,25179,8th Plymouth District ,12749,529,287,115,343,145,431,167,360,111,511,143,350,123,345,140,417,147,396,143,853,194,1132,275,1967,322,1893,292,1405,252,1233,231,826,171
123,620L300US25183,25183,12th Plymouth District ,15223,370,512,147,511,148,643,197,586,151,603,174,545,161,553,143,500,161,553,154,1083,183,1267,236,2371,270,1839,223,1042,175,1505,278,1110,179
143,620L300US25203,25203,1st Worcester District ,14224,324,335,103,333,112,318,97,247,81,284,113,430,140,336,83,452,139,423,118,846,156,1343,209,2064,283,2180,256,1411,195,1913,241,1309,182
147,620L300US25207,25207,5th Worcester District ,15899,412,772,172,828,179,810,176,696,157,510,138,637,161,579,134,567,124,638,152,1266,219,1665,241,2633,283,1652,212,1084,207,894,167,668,164
148,620L300US25208,25208,6th Worcester District ,14890,434,746,160,670,158,1005,241,698,210,647,150,685,177,489,146,674,178,517,162,1057,187,1438,249,2407,312,1616,271,987,207,888,174,366,122
149,620L300US25209,25209,7th Worcester District ,15081,397,343,99,544,129,560,128,692,161,604,164,554,141,669,154,653,165,398,113,1116,214,1668,247,2269,242,1885,246,1184,207,1207,202,735,170
150,620L300US25210,25210,8th Worcester District ,15499,272,387,141,365,121,482,126,432,140,437,150,780,205,359,137,447,133,525,151,1075,251,1964,271,2609,349,2007,277,1370,244,1504,241,756,202
151,620L300US25211,25211,9th Worcester District ,14871,375,370,128,574,153,493,153,634,178,456,148,383,128,354,101,516,165,748,215,1010,235,1295,246,1640,252,1787,242,1376,244,1820,219,1415,218
152,620L300US25212,25212,10th Worcester District ,15634,382,579,179,613,163,474,141,474,128,630,177,571,153,507,151,455,161,601,175,1043,213,1484,283,2218,292,1841,302,1265,194,1496,248,1383,226
153,620L300US25213,25213,11th Worcester District ,15495,387,335,130,340,105,405,147,343,158,317,112,506,147,467,144,388,135,565,162,990,184,1212,219,2269,281,1974,314,1333,222,2061,270,1990,252
159,620L300US25219,25219,17th Worcester District ,13989,355,1320,242,1049,223,796,173,787,184,614,151,604,186,437,140,679,206,582,179,1082,218,1752,310,1687,246,1027,189,628,183,721,204,224,91
