,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
132,620L300US25192,25192,9th Suffolk,19241,546,4067,433,2060,296,1051,210,969,255,598,157,588,154,688,191,817,223,417,137,997,229,1228,228,1316,262,875,177,659,184,986,200,1925,266
133,620L300US25193,25193,10th Suffolk,15986,396,778,189,507,184,483,185,274,119,278,96,358,145,283,119,635,174,411,144,994,238,1162,231,2083,294,2032,297,1314,229,1876,309,2518,325
134,620L300US25194,25194,11th Suffolk,16219,413,2438,349,1144,209,938,242,748,183,661,163,851,212,448,132,600,175,531,135,1034,199,1274,238,1914,274,1346,234,823,202,636,145,833,196
135,620L300US25195,25195,12th Suffolk,14962,482,1325,255,788,220,891,226,884,236,547,186,838,205,568,231,489,146,713,202,1053,213,1295,266,1669,315,1562,265,845,220,903,212,592,143
136,620L300US25196,25196,13th Suffolk,15439,483,1551,259,823,166,744,229,713,185,408,145,621,189,565,188,800,166,852,249,1165,253,1378,252,1857,257,1402,271,1134,229,924,220,502,149
137,620L300US25197,25197,14th Suffolk,15060,414,1126,264,943,234,853,222,618,202,499,166,722,207,397,121,866,226,736,185,1089,196,1330,238,2133,267,1255,203,868,166,991,163,634,172
138,620L300US25198,25198,15th Suffolk,16047,386,2016,268,1098,254,718,165,532,158,380,112,427,129,660,170,625,153,568,156,1254,275,1372,249,1748,247,1284,234,872,172,1245,230,1248,183
139,620L300US25199,25199,16th Suffolk,16313,514,1495,314,768,217,750,204,762,197,745,235,901,181,499,133,909,220,659,203,1371,265,1730,290,2147,309,1743,271,697,174,810,187,327,106
140,620L300US25200,25200,17th Suffolk,17935,559,2752,354,1329,226,863,224,1030,227,741,193,735,180,993,191,523,145,827,201,1496,313,1853,332,1804,252,1124,246,610,152,777,200,478,134
141,620L300US25201,25201,18th Suffolk,12505,447,1830,289,1074,205,622,161,628,184,373,125,432,116,458,131,456,143,418,156,516,146,1233,216,1433,245,1031,229,673,163,643,150,685,154
142,620L300US25202,25202,19th Suffolk,15762,472,1438,313,942,232,750,231,732,175,632,166,465,127,758,237,749,198,782,222,1346,254,1603,264,2090,287,1057,179,1110,205,762,178,546,125
143,620L300US25203,25203,1st Worcester,14224,324,335,103,333,112,318,97,247,81,284,113,430,140,336,83,452,139,423,118,846,156,1343,209,2064,283,2180,256,1411,195,1913,241,1309,182
144,620L300US25204,25204,2nd Worcester,15480,398,760,203,983,205,799,175,586,148,510,125,817,206,936,258,686,161,498,153,1097,200,1874,268,2446,321,1470,227,923,220,716,155,379,145
145,620L300US25205,25205,3rd Worcester,15979,421,1371,246,1073,232,868,195,1045,222,759,152,980,218,750,217,667,168,728,196,1105,238,1556,214,2207,306,1410,219,693,151,486,165,281,96
146,620L300US25206,25206,4th Worcester,16544,447,1202,290,748,150,862,202,808,165,781,216,703,185,711,221,849,234,440,161,1238,205,1630,298,2974,369,1508,247,941,196,769,182,380,116
147,620L300US25207,25207,5th Worcester,15899,412,772,172,828,179,810,176,696,157,510,138,637,161,579,134,567,124,638,152,1266,219,1665,241,2633,283,1652,212,1084,207,894,167,668,164
148,620L300US25208,25208,6th Worcester,14890,434,746,160,670,158,1005,241,698,210,647,150,685,177,489,146,674,178,517,162,1057,187,1438,249,2407,312,1616,271,987,207,888,174,366,122
149,620L300US25209,25209,7th Worcester,15081,397,343,99,544,129,560,128,692,161,604,164,554,141,669,154,653,165,398,113,1116,214,1668,247,2269,242,1885,246,1184,207,1207,202,735,170
150,620L300US25210,25210,8th Worcester,15499,272,387,141,365,121,482,126,432,140,437,150,780,205,359,137,447,133,525,151,1075,251,1964,271,2609,349,2007,277,1370,244,1504,241,756,202
151,620L300US25211,25211,9th Worcester,14871,375,370,128,574,153,493,153,634,178,456,148,383,128,354,101,516,165,748,215,1010,235,1295,246,1640,252,1787,242,1376,244,1820,219,1415,218
152,620L300US25212,25212,10th Worcester,15634,382,579,179,613,163,474,141,474,128,630,177,571,153,507,151,455,161,601,175,1043,213,1484,283,2218,292,1841,302,1265,194,1496,248,1383,226
153,620L300US25213,25213,11th Worcester,15495,387,335,130,340,105,405,147,343,158,317,112,506,147,467,144,388,135,565,162,990,184,1212,219,2269,281,1974,314,1333,222,2061,270,1990,252
154,620L300US25214,25214,12th Worcester,14633,414,507,169,466,109,601,197,317,113,379,123,420,152,644,178,436,118,597,169,714,156,1731,249,2170,276,1827,284,1294,214,1302,200,1228,198
155,620L300US25215,25215,13th Worcester,14817,399,1131,238,612,159,549,138,491,152,531,161,580,169,544,167,570,161,620,153,906,171,1933,302,1887,264,1418,221,1084,198,1112,234,849,193
156,620L300US25216,25216,14th Worcester,16038,418,1054,207,1141,203,846,185,986,197,700,201,744,183,845,194,809,214,530,156,1244,259,1850,298,1858,302,1327,246,740,191,935,190,429,143
157,620L300US25217,25217,15th Worcester,15939,473,2183,270,1764,281,1431,257,1098,250,851,197,865,198,914,205,912,226,752,190,1075,209,1088,238,1124,255,785,170,575,165,328,139,194,85
158,620L300US25218,25218,16th Worcester,15433,431,1337,236,1154,214,944,236,1002,245,950,245,917,252,685,207,660,171,680,219,1346,250,1621,299,1915,295,908,205,695,210,425,132,194,76
159,620L300US25219,25219,17th Worcester,13989,355,1320,242,1049,223,796,173,787,184,614,151,604,186,437,140,679,206,582,179,1082,218,1752,310,1687,246,1027,189,628,183,721,204,224,91
