,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
27,620L200US25087,25087,Fifth Essex District ,16713,344,983,187,677,161,798,178,686,183,720,199,1036,225,657,159,601,133,622,176,1333,200,1578,232,2303,261,1553,237,1004,175,1025,190,1137,199
31,620L200US25091,25091,Ninth Essex District ,15429,466,830,230,575,173,500,189,544,173,677,224,432,149,550,161,463,145,437,119,906,195,1735,302,2129,322,1664,278,1488,240,1581,215,918,209
35,620L200US25095,25095,Thirteenth Essex District ,14808,346,346,126,589,172,456,139,365,113,545,118,391,105,425,108,356,104,326,131,1083,235,1500,231,2194,309,2003,297,1247,232,1508,266,1474,212
36,620L200US25096,25096,Fourteenth Essex District ,15583,519,1093,214,880,235,679,175,636,224,878,268,772,226,578,145,546,183,935,218,1325,275,1434,276,1766,289,1205,239,737,177,948,219,1171,201
42,620L200US25102,25102,First Hampden District ,16830,426,1016,218,775,185,700,190,817,178,679,144,849,186,851,195,673,169,622,154,1547,227,1480,270,2339,313,1851,286,1033,231,1002,195,596,152
44,620L200US25104,25104,Third Hampden District ,16398,351,686,142,631,195,823,194,638,157,683,185,684,168,682,168,566,177,643,166,1270,252,1946,335,2713,319,1917,256,1236,232,892,184,388,116
45,620L200US25105,25105,Fourth Hampden District ,15207,592,996,241,902,203,1131,251,741,194,860,239,618,174,584,160,622,130,559,150,1291,214,1395,238,2024,300,1467,246,754,145,709,149,554,140
46,620L200US25106,25106,Fifth Hampden District ,16012,440,2599,315,1837,312,1295,246,1019,203,662,150,765,217,624,205,890,242,579,159,1135,251,1305,255,1545,256,740,162,415,132,339,117,263,118
49,620L200US25109,25109,Eighth Hampden District ,16140,475,1356,266,1028,246,1215,278,865,171,813,194,940,230,1025,193,759,179,904,189,1344,204,1766,284,2018,269,1121,208,637,147,223,77,126,69
54,620L200US25114,25114,Eighteenth Essex District ,14695,373,241,80,353,107,481,157,342,111,508,152,520,165,315,97,536,143,432,147,752,167,1198,218,2109,256,1708,281,1067,173,1777,239,2356,235
55,620L200US25115,25115,First Hampshire District ,16597,405,1238,223,1043,246,623,141,550,174,733,161,882,248,689,175,766,191,632,145,1183,227,1758,259,2181,244,1562,241,1044,198,882,169,831,186
56,620L200US25116,25116,Second Hampshire District ,16293,372,669,178,777,189,660,156,753,203,705,193,770,208,851,185,864,240,676,192,1362,246,1750,300,2877,339,1674,244,714,167,704,190,487,145
58,620L200US25118,25118,First Middlesex District ,15039,353,452,182,528,166,445,151,384,132,418,137,472,115,354,117,581,160,403,139,1085,211,1528,263,1972,218,1750,257,1451,205,1737,270,1479,194
62,620L200US25122,25122,Fifth Middlesex District ,15604,304,536,128,637,182,388,118,362,121,438,125,522,164,457,139,414,136,285,97,1000,215,1457,234,2069,311,1822,297,1733,251,1328,202,2156,243
70,620L200US25130,25130,Thirteenth Middlesex District ,12665,221,278,80,235,102,144,63,158,68,188,86,143,87,207,86,178,79,131,69,613,151,783,159,1164,201,1318,232,1144,219,1755,214,4226,312
76,620L200US25136,25136,Nineteenth Middlesex District ,13902,353,263,109,379,127,405,127,446,120,368,132,466,139,303,101,567,149,438,137,842,171,1019,168,2424,322,1874,240,1557,222,1766,253,785,163
77,620L200US25137,25137,Twentieth Middlesex District ,15087,362,212,94,413,118,289,100,267,105,416,115,295,114,363,143,372,129,365,122,718,166,1083,194,2173,302,1892,273,1658,223,2114,294,2457,340
78,620L200US25138,25138,Twenty-First Middlesex District ,15347,284,265,102,337,135,386,124,524,127,303,112,379,134,449,135,469,138,530,151,1041,206,1342,280,1885,273,2033,332,1568,255,2024,266,1812,273
79,620L200US25139,25139,Twenty-Second Middlesex District ,13859,358,261,97,234,101,385,163,333,111,248,101,438,146,456,156,417,148,453,140,887,183,1373,261,2585,322,2601,318,1363,218,1229,221,596,126
95,620L200US25155,25155,Eighteenth Worcester District ,16269,362,333,120,381,127,565,176,359,144,514,167,793,201,276,118,642,204,606,155,1020,183,1811,279,2691,323,2323,293,1453,247,1637,254,865,182
99,620L200US25159,25159,Third Norfolk District ,17908,458,1186,235,1109,249,883,240,1017,241,768,232,767,222,570,177,593,165,666,173,1138,264,1762,248,2295,292,2104,286,1329,237,1132,231,589,170
100,620L200US25160,25160,Fourth Norfolk District ,16655,409,829,192,596,175,648,184,645,176,623,174,820,202,745,187,749,156,730,219,1311,247,1795,282,2373,324,1867,298,1145,198,1063,224,716,193
105,620L200US25165,25165,Ninth Norfolk District ,13875,340,379,129,262,96,471,152,301,125,245,92,323,106,281,113,444,144,282,104,778,171,1156,223,1693,248,1787,262,1633,213,1643,236,2197,256
106,620L200US25166,25166,Tenth Norfolk District ,14299,284,487,170,382,137,310,108,288,137,427,145,454,136,350,124,344,141,435,155,752,169,1112,203,2135,247,2032,288,1346,236,1987,256,1458,230
109,620L200US25169,25169,Thirteenth Norfolk District ,14221,300,476,138,295,108,271,109,383,140,235,97,313,93,177,79,234,99,305,105,458,119,1084,246,1283,230,1553,239,936,181,1732,224,4486,330
110,620L200US25170,25170,Fourteenth Norfolk District ,13424,380,460,152,169,69,214,86,229,91,207,86,378,124,200,86,175,80,185,81,377,110,763,158,1022,172,1187,229,1068,195,1589,232,5201,338
112,620L200US25172,25172,First Plymouth District ,16573,399,590,188,635,198,569,177,504,169,502,143,643,172,522,204,534,146,605,186,1182,264,1638,257,2496,359,2110,309,1637,231,1286,212,1120,228
113,620L200US25173,25173,Second Plymouth District ,17402,434,1096,299,878,241,801,181,816,177,524,202,856,181,873,209,843,223,899,206,1450,323,1445,248,2749,321,1783,238,1054,209,887,170,448,115
114,620L200US25174,25174,Third Plymouth District ,16544,405,496,182,432,133,344,96,462,135,505,170,556,137,734,176,533,141,426,121,840,178,1535,261,1898,278,1645,278,1322,206,1482,218,3334,331
115,620L200US25175,25175,Fourth Plymouth District ,15159,320,351,120,422,140,431,125,461,143,447,163,354,111,395,166,436,121,483,128,1314,280,1328,276,1910,311,1742,239,1293,219,1804,237,1988,291
116,620L200US25176,25176,Fifth Plymouth District ,15109,319,497,155,404,136,460,143,370,110,529,207,584,182,692,170,430,144,402,147,1152,217,1475,274,2119,307,1944,265,1234,203,1408,239,1409,221
117,620L200US25177,25177,Sixth Plymouth District ,14444,327,343,115,345,109,414,121,384,111,226,81,443,173,283,114,352,120,343,108,669,130,1498,193,2489,323,2109,227,1350,224,1610,223,1586,212
118,620L200US25178,25178,Seventh Plymouth District ,15836,333,623,185,559,159,499,157,412,133,498,160,420,152,466,128,525,133,629,198,1280,225,1697,239,2595,283,2278,230,1415,195,1364,213,576,144
119,620L200US25179,25179,Eighth Plymouth District ,13908,461,286,107,376,145,348,128,319,107,480,149,367,145,400,133,608,207,434,140,959,212,1215,253,2431,314,2161,346,1369,217,1374,218,781,153
123,620L200US25183,25183,Twelfth Plymouth District ,16509,436,524,139,540,157,637,174,433,137,702,197,613,137,575,154,629,172,650,168,1242,239,1429,247,2578,299,1847,280,1294,281,1547,234,1269,183
143,620L200US25203,25203,First Worcester District ,16077,301,460,118,491,145,211,89,453,144,268,91,470,147,423,119,445,115,610,156,1194,183,1634,245,2436,280,2387,298,1688,226,1779,221,1128,191
147,620L200US25207,25207,Fifth Worcester District ,15809,404,800,170,754,158,770,191,665,171,561,149,607,149,548,177,539,128,688,203,1351,240,1872,307,2625,312,1731,261,1056,192,744,175,498,149
148,620L200US25208,25208,Sixth Worcester District ,15688,429,821,194,810,190,947,172,725,162,671,159,778,173,594,144,673,191,694,212,968,236,1600,260,2515,290,1624,240,894,177,888,173,486,140
149,620L200US25209,25209,Seventh Worcester District ,14966,422,394,108,575,163,430,125,686,151,581,173,569,156,707,180,527,165,408,118,907,212,1436,248,2822,289,2101,274,1106,194,1020,196,697,157
150,620L200US25210,25210,Eighth Worcester District ,16904,448,974,230,900,221,898,232,632,164,734,204,672,221,534,181,714,168,595,144,1290,235,1917,262,2692,304,1746,265,1052,208,1048,211,506,178
151,620L200US25211,25211,Ninth Worcester District ,17076,381,387,137,586,131,612,148,526,160,474,154,402,140,426,139,660,189,731,154,1188,251,1450,236,2109,252,2082,301,1664,225,1881,271,1898,196
152,620L200US25212,25212,Tenth Worcester District ,14823,354,577,153,700,171,452,134,446,165,621,192,655,165,535,150,558,174,499,144,1041,234,1207,244,2081,313,1728,250,1142,194,1357,256,1224,222
153,620L200US25213,25213,Eleventh Worcester District ,15538,366,340,131,328,112,393,138,337,146,355,123,524,164,473,134,415,152,682,148,1140,208,1344,274,2355,323,1991,303,1526,279,1893,275,1442,235
159,620L200US25219,25219,Seventeenth Worcester District ,14132,413,1324,235,946,222,803,212,810,204,702,177,602,170,407,123,840,267,544,171,1042,216,1821,355,1771,257,1017,201,673,167,595,158,235,78
