city_town,Amount,house_district
medway,22207.68,"['10th Norfolk', '10th Worcester']"
melrose,1549.75,['32nd Middlesex']
merrimac,1078.0,['2nd Essex']
methuen,23984.0,"['14th Essex', '15th Essex', '17th Essex']"
middleborough,1000.0,"['12th Bristol', '2nd Plymouth', '12th Plymouth']"
middlefield,8973.0,['1st Franklin']
millbury,11669.1,['7th Worcester']
milton,139823.46000000002,"['7th Norfolk', '12th Suffolk']"
nahant,579.68,['11th Essex']
natick,85000.0,['5th Middlesex']
needham,2913.7,['13th Norfolk']
new bedford,7275.9,"['8th Bristol', '9th Bristol', '10th Bristol', '11th Bristol', '13th Bristol']"
newbury,10601.880000000001,['2nd Essex']
newburyport,19320.37,['1st Essex']
newton,83135.17,"['10th Middlesex', '11th Middlesex', '12th Middlesex']"
north adams,1000.0,['1st Berkshire']
north andover,35411.62,"['14th Essex', '18th Essex']"
north attleborough,1650.0,['14th Bristol']
north reading,15000.0,['20th Middlesex']
northampton,9553.37,['1st Hampshire']
northborough,750.0,"['4th Middlesex', '12th Worcester']"
northbridge,4000.0,['9th Worcester']
norwell,29897.5,['5th Plymouth']
norwood,4000.0,['12th Norfolk']
orange,13393.91,['2nd Franklin']
orleans,1702.88,['4th Barnstable']
peabody,23300.0,"['12th Essex', '13th Essex']"
pepperell,13500.0,['1st Middlesex']
phillipston,5627.1900000000005,['2nd Franklin']
pittsfield,13068.89,"['2nd Berkshire', '3rd Berkshire']"
plainville,4000.0,['9th Norfolk']
plymouth,12211.99,"['5th Barnstable', '1st Plymouth', '12th Plymouth']"
provincetown,550.0,['4th Barnstable']
quincy,32942.0,"['1st Norfolk', '2nd Norfolk', '3rd Norfolk', '13th Suffolk']"
randolph,3216.7200000000003,"['1st Norfolk', '5th Norfolk', '7th Norfolk']"
reading,2850.0,"['20th Middlesex', '30th Middlesex']"
revere,76621.20999999999,"['16th Suffolk', '19th Suffolk']"
rockland,13834.35,['5th Plymouth']
rockport,1000.0,['5th Essex']
salem,123983.14,['7th Essex']
sandwich,40299.0,['5th Barnstable']
scituate,667.81,"['3rd Plymouth', '4th Plymouth']"
sherborn,11498.279999999999,['5th Middlesex']
shrewsbury,25762.05,['11th Worcester']
somerset,5000.0,['5th Bristol']
somerville,76811.62000000001,"['26th Middlesex', '27th Middlesex', '34th Middlesex']"
south hadley,8500.0,['2nd Hampshire']
southborough,5000.0,['8th Middlesex']
southwick,4365.32,['3rd Hampden']
springfield,74709.73,"['6th Hampden', '7th Hampden', '9th Hampden', '10th Hampden', '11th Hampden', '12th Hampden']"
stoneham,1220.0,['31st Middlesex']
stoughton,13811.599999999999,"['6th Norfolk', '8th Norfolk']"
stow,5700.0,['3rd Middlesex']
sturbridge,1617.0,['1st Hampden']
sudbury,4201.0,['13th Middlesex']
sutton,27358.559999999998,['18th Worcester']
swampscott,3000.0,['8th Essex']
swansea,20112.199999999997,"['4th Bristol', '5th Bristol']"
taunton,4396.92,"['3rd Bristol', '5th Bristol', '12th Bristol']"
tewksbury,27500.0,['19th Middlesex']
topsfield,10000.0,['4th Essex']
uxbridge,13031.369999999999,['8th Worcester']
wakefield,25758.86,"['9th Essex', '32nd Middlesex']"
waltham,1600.0,"['9th Middlesex', '10th Middlesex']"
washington,718.49,['4th Berkshire']
watertown,1125880.0,"['10th Middlesex', '29th Middlesex']"
wayland,3000.0,"['13th Middlesex', '14th Norfolk']"
webster,2800.0,['18th Worcester']
wellesley,138000.0,['14th Norfolk']
wellfleet,2056.0,['4th Barnstable']
west boylston,4394.0,['14th Worcester']
west newbury,59399.3,['2nd Essex']
westborough,17600.0,"['4th Middlesex', '8th Middlesex', '11th Worcester']"
westfield,6128.0,['4th Hampden']
westford,1000.0,['1st Middlesex']
weston,58000.0,['14th Norfolk']
westport,1000.0,['8th Bristol']
westwood,10000.0,['11th Norfolk']
weymouth,5818.82,"['3rd Norfolk', '4th Norfolk']"
whitman,3025.0,['7th Plymouth']
wilmington,83689.34,"['19th Middlesex', '21st Middlesex']"
winchester,15500.0,['31st Middlesex']
winthrop,6571.79,['19th Suffolk']
woburn,55898.850000000006,"['15th Middlesex', '30th Middlesex']"
worcester,67609.28,"['13th Worcester', '14th Worcester', '15th Worcester', '16th Worcester', '17th Worcester']"
wrentham,4200.0,['9th Norfolk']
yarmouth,1416.56,"['1st Barnstable', '2nd Barnstable']"
