,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
23,610U200US25043,25043,"Norfolk, Bristol & Middlesex ",60495,753,2057,315,1840,273,1508,255,1632,275,1657,297,1585,243,1480,239,1680,289,1661,329,3693,390,5025,511,7445,512,7159,541,5486,468,6485,484,10102,497
24,610U200US25044,25044,"Norfolk, Bristol & Plymouth ",57569,710,2186,374,2084,339,2243,352,2196,357,1842,376,1581,283,1733,301,1942,291,1640,289,3854,441,4770,442,8222,527,7010,570,4734,491,6005,472,5527,402
25,610U200US25045,25045,Norfolk & Plymouth ,66001,951,3605,453,3310,442,2806,413,2422,363,2460,408,2976,396,2280,327,2660,359,2461,409,5460,475,7039,606,9858,683,7165,465,4508,449,4280,394,2711,272
26,610U200US25046,25046,Bristol & Norfolk ,57501,662,1618,296,1569,256,1935,290,1866,321,1544,287,1728,266,1696,258,2363,361,2024,253,3686,385,5351,473,7031,547,6943,477,5199,431,6245,461,6703,352
27,610U200US25047,25047,Plymouth & Barnstable ,67344,806,2409,386,2560,387,2719,418,2311,358,2274,326,2563,378,2607,446,2502,355,2608,358,5021,550,6742,562,10843,764,7465,586,5209,420,5332,423,4179,374
28,610U200US25048,25048,First Plymouth & Bristol ,62215,760,2841,397,2864,452,2282,333,2690,341,2163,365,2662,331,2177,341,2783,388,2965,411,5087,572,5942,475,9486,536,7798,645,4517,484,4024,365,1934,259
29,610U200US25049,25049,Second Plymouth & Bristol ,54986,815,3294,366,3073,413,2473,358,2298,286,2271,313,2516,351,2116,266,2003,279,2265,347,3938,397,5665,546,9111,662,5093,421,3361,392,3411,386,2098,278
30,610U200US25050,25050,Plymouth & Norfolk ,62970,679,2183,351,1884,289,1826,270,2057,307,2051,334,2077,292,2352,334,2079,283,1950,288,4122,435,5853,444,7726,600,7131,630,5286,414,6027,484,8366,529
35,610U200US25055,25055,First Worcester ,63083,817,5258,474,3531,478,3145,410,2928,343,2460,326,2697,416,2784,339,2606,333,2284,316,4254,397,6247,574,7727,515,5956,482,4142,386,3852,320,3212,282
36,610U200US25056,25056,Second Worcester ,65078,742,3610,478,3209,374,2598,363,3034,458,2521,372,2593,339,2508,365,2924,418,2432,377,5166,493,6403,653,9305,575,6380,553,4479,499,4700,468,3216,324
38,610U200US25058,25058,Worcester & Middlesex ,59260,740,3797,470,3001,340,2868,407,2650,389,2537,336,2594,360,2561,377,2156,315,1993,278,4279,472,6649,511,8593,524,5986,483,3970,401,3497,435,2129,257
39,610U200US25059,25059,Worcester & Norfolk ,65052,667,2582,297,2854,344,2877,358,2238,334,2660,371,2954,360,2021,283,2731,411,2476,342,4432,429,6708,483,9936,617,7758,523,4635,441,4990,473,3200,364
